,county,state,population,male,female,median_age,region,female_percentage,cases,deaths,population_size,death_size,case_size
706,Hampshire,Massachusetts,161159,75426,85733,36.3,Northeast,53.19777362728734,7299,75,small population,low deaths,low cases
707,Hampton,South Carolina,19807,10247,9560,39.7,South,48.26576462866664,38541,373,small population,low deaths,low cases
708,Hancock,Georgia,8535,5193,3342,46.5,South,39.156414762741655,8355,152,small population,low deaths,low cases
709,Hand,South Dakota,3301,1674,1627,47.3,Midwest,49.28809451681309,674,13,small population,low deaths,low cases
710,Hanover,Virginia,104449,51222,53227,42.9,South,50.95979856197762,28998,347,small population,low deaths,low cases
711,Hansford,Texas,5547,2783,2764,34.3,South,49.828736253830904,2336,30,small population,low deaths,low cases
712,Hanson,South Dakota,3397,1709,1688,36.3,Midwest,49.69090373859288,739,6,small population,low deaths,low cases
713,Haralson,Georgia,28956,14041,14915,40.8,South,51.509186351706035,6275,186,small population,low deaths,low cases
714,Hardee,Florida,27228,14705,12523,35.1,South,45.99309534302923,10289,138,small population,low deaths,low cases
715,Hardeman,Tennessee,25562,14088,11474,40.5,South,44.88694155386902,647,21,small population,low deaths,low cases
716,Hardin,Illinois,4009,1976,2033,46.2,Midwest,50.71090047393365,14553,261,small population,low deaths,low cases
717,Harding,New Mexico,459,266,193,60.1,West,42.0479302832244,222,3,small population,low deaths,low cases
718,Hardy,West Virginia,13842,7112,6730,45.4,South,48.62014159803497,5710,52,small population,low deaths,low cases
719,Harford,Maryland,251025,122763,128262,40.8,South,51.09530923214819,49851,672,small population,low deaths,low cases
720,Harlan,Kentucky,27134,13132,14002,41.2,South,51.6031547136434,392,7,small population,low deaths,low cases
721,Harmon,Oklahoma,2721,1299,1422,41.0,South,52.260198456449835,888,14,small population,low deaths,low cases
722,Harnett,North Carolina,130361,64574,65787,34.2,South,50.465246507774566,42668,375,small population,low deaths,low cases
723,Harney,Oregon,7228,3657,3571,46.1,West,49.40509131156613,1970,42,small population,low deaths,low cases
724,Harper,Kansas,5673,2884,2789,42.3,Midwest,49.16270051119337,835,13,small population,low deaths,low cases
725,Harris,Georgia,33590,16832,16758,43.1,South,49.889848169097945,1270743,11593,small population,high deaths,high cases
726,Harrison,Indiana,39712,19875,19837,42.5,Midwest,49.95215551974214,25992,290,small population,low deaths,low cases
727,Harrisonburg,Virginia,53391,25580,27811,25.1,South,52.08930344065479,15195,184,small population,low deaths,low cases
728,Hart,Georgia,25631,12558,13073,43.8,South,51.004642815340794,6865,110,small population,low deaths,low cases
729,Hartford,Connecticut,894730,434650,460080,40.4,Northeast,51.42109910252255,236386,3475,small population,medium deaths,medium cases
730,Hartley,Texas,5767,3411,2356,39.1,South,40.85312987688573,1502,3,small population,low deaths,low cases
731,Harvey,Kansas,34555,17200,17355,39.5,Midwest,50.22428013312111,11858,136,small population,low deaths,low cases
732,Haskell,Kansas,4047,2006,2041,36.6,Midwest,50.43241907585866,1129,40,small population,low deaths,low cases
733,Hawaii,Hawaii,197658,98276,99382,42.3,West,50.27977617905675,42399,234,small population,low deaths,low cases
734,Hawkins,Tennessee,56402,27582,28820,44.6,South,51.09747881280806,21599,370,small population,low deaths,low cases
735,Hayes,Nebraska,943,495,448,44.4,Midwest,47.50795334040297,109,0,small population,low deaths,low cases
736,Hays,Texas,204150,101636,102514,31.6,South,50.21503796228264,78490,568,small population,low deaths,low cases
737,Haywood,North Carolina,60433,29220,31213,47.6,South,51.64893352969404,8024,108,small population,low deaths,low cases
738,Heard,Georgia,11677,5747,5930,41.5,South,50.78359167594416,2575,61,small population,low deaths,low cases
739,Hemphill,Texas,4061,1965,2096,35.2,South,51.61290322580645,1462,9,small population,low deaths,low cases
740,Hempstead,Arkansas,22018,10494,11524,39.9,South,52.338995367426655,5622,82,small population,low deaths,low cases
741,Henderson,Illinois,6884,3369,3515,49.7,Midwest,51.06042998256828,18434,446,small population,low deaths,low cases
742,Hendricks,Indiana,160940,80391,80549,37.7,Midwest,50.04908661613023,47656,612,small population,low deaths,low cases
743,Hendry,Florida,40127,21437,18690,33.9,South,46.577117651456625,13709,173,small population,low deaths,low cases
744,Hennepin,Minnesota,1235478,610530,624948,36.4,Midwest,50.5834988563131,383364,2930,medium population,medium deaths,medium cases
745,Henrico,Virginia,325642,154247,171395,38.5,South,52.63295275179492,90690,1083,small population,medium deaths,low cases
746,Henry,Alabama,17124,8232,8892,44.1,South,51.92711983181499,16005,330,small population,low deaths,low cases
747,Herkimer,New York,62505,30918,31587,44.0,Northeast,50.53515718742501,17543,212,small population,low deaths,low cases
748,Hernando,Florida,182696,87747,94949,48.9,South,51.97103384857906,53474,1263,small population,medium deaths,low cases
749,Hertford,North Carolina,24153,11947,12206,42.1,South,50.5361652796754,6359,99,small population,low deaths,low cases
750,Hettinger,North Dakota,2576,1250,1326,45.1,Midwest,51.475155279503106,955,8,small population,low deaths,low cases
751,Hickman,Kentucky,4568,2133,2435,46.6,South,53.30560420315237,8513,123,small population,low deaths,low cases
752,Hickory,Missouri,9368,4551,4817,55.0,Midwest,51.419726729291206,2397,59,small population,low deaths,low cases
753,Hidalgo,New Mexico,4371,2149,2222,43.3,West,50.83504918782887,266997,4032,small population,medium deaths,medium cases
754,Highland,Ohio,43007,21136,21871,40.4,Midwest,50.8545120561769,494,6,small population,low deaths,low cases
755,Highlands,Florida,102101,49727,52374,53.4,South,51.29626546263014,30549,796,small population,low deaths,low cases
756,Hill,Montana,16439,8292,8147,34.5,West,49.558975606788735,10140,204,small population,low deaths,low cases
757,Hillsborough,Florida,1378883,673286,705597,36.9,South,51.1716367523568,121066,1036,medium population,medium deaths,medium cases
758,Hillsdale,Michigan,45830,22798,23032,42.2,Midwest,50.255291293912286,12658,225,small population,low deaths,low cases
759,Hinds,Mississippi,241774,112877,128897,34.4,South,53.31301132462548,67443,856,small population,low deaths,low cases
760,Hinsdale,Colorado,878,406,472,57.5,West,53.75854214123007,159,0,small population,low deaths,low cases
761,Hitchcock,Nebraska,2843,1414,1429,46.8,Midwest,50.26380583890256,626,11,small population,low deaths,low cases
762,Hocking,Ohio,28495,14129,14366,42.9,Midwest,50.41586243200562,8577,132,small population,low deaths,low cases
763,Hockley,Texas,23162,11428,11734,33.5,South,50.660564718072706,9414,169,small population,low deaths,low cases
764,Hodgeman,Kansas,1842,941,901,49.1,Midwest,48.914223669924,496,13,small population,low deaths,low cases
765,Hoke,North Carolina,53239,26320,26919,32.5,South,50.5625575236199,19461,140,small population,low deaths,low cases
766,Holmes,Florida,19430,10484,8946,42.5,South,46.04220277920741,5793,191,small population,low deaths,low cases
767,Holt,Missouri,4456,2197,2259,48.4,Midwest,50.69569120287253,2574,24,small population,low deaths,low cases
768,Honolulu,Hawaii,987638,497646,489992,37.6,West,49.61250984672522,263167,1343,small population,medium deaths,medium cases
769,Hood,Texas,56901,28004,28897,46.7,South,50.78469622677984,15006,297,small population,low deaths,low cases
770,Hood River,Oregon,23131,11528,11603,39.1,West,50.16212009856902,4618,49,small population,low deaths,low cases
771,Hooker,Nebraska,691,324,367,55.9,Midwest,53.111432706222864,127,5,small population,low deaths,low cases
772,Hoonah-Angoon,Alaska,2132,1095,1037,50.2,West,48.63977485928706,0,0,small population,low deaths,low cases
773,Hopewell,Virginia,22408,10375,12033,36.5,South,53.69957158157801,7815,125,small population,low deaths,low cases
774,Hopkins,Kentucky,45664,22219,23445,41.9,South,51.34241415557113,8706,190,small population,low deaths,low cases
775,Horry,South Carolina,320915,155100,165815,45.2,South,51.6694451801879,120586,1277,small population,medium deaths,medium cases
776,Hot Spring,Arkansas,33520,17418,16102,41.3,South,48.036992840095465,13027,159,small population,low deaths,low cases
777,Hot Springs,Wyoming,4680,2387,2293,49.5,West,48.995726495726494,1439,20,small population,low deaths,low cases
778,Houghton,Michigan,36360,19668,16692,32.7,Midwest,45.90759075907591,9492,108,small population,low deaths,low cases
779,Houston,Alabama,104352,50029,54323,39.8,South,52.05745936829194,4977,119,small population,low deaths,low cases
780,Howard,Arkansas,13389,6440,6949,38.8,South,51.90081410112779,8013,192,small population,low deaths,low cases
781,Howell,Missouri,40102,19640,20462,40.6,Midwest,51.02488653932472,10959,233,small population,low deaths,low cases
782,Hubbard,Minnesota,20862,10550,10312,48.6,Midwest,49.42958489118972,6083,69,small population,low deaths,low cases
783,Hudson,New Jersey,668631,332268,336363,35.1,Northeast,50.30622271477093,237544,2851,small population,medium deaths,medium cases
784,Hudspeth,Texas,4098,2019,2079,37.6,South,50.73206442166911,1171,18,small population,low deaths,low cases
785,Huerfano,Colorado,6583,3305,3278,55.1,West,49.79492632538357,1757,40,small population,low deaths,low cases
786,Hughes,Oklahoma,13460,7184,6276,39.0,South,46.62704309063893,5088,62,small population,low deaths,low cases
787,Humboldt,California,135768,67666,68102,38.0,West,50.16056802781215,2784,65,small population,low deaths,low cases
788,Humphreys,Mississippi,8539,3990,4549,38.0,South,53.27321700433306,6123,85,small population,low deaths,low cases
789,Hunt,Texas,92152,45279,46873,37.8,South,50.86487542321382,19777,374,small population,low deaths,low cases
790,Hunterdon,New Jersey,125051,62447,62604,46.2,Northeast,50.06277438804968,34528,304,small population,low deaths,low cases
791,Huntingdon,Pennsylvania,45421,24052,21369,43.5,Northeast,47.046520332005024,13829,279,small population,low deaths,low cases
792,Huntington,Indiana,36378,17875,18503,40.7,Midwest,50.86315905217439,14314,174,small population,low deaths,low cases
793,Huron,Michigan,31543,15692,15851,49.0,Midwest,50.25203690200678,17915,231,small population,low deaths,low cases
794,Hutchinson,South Dakota,7315,3605,3710,43.8,Midwest,50.717703349282296,7627,149,small population,low deaths,low cases
795,Hyde,North Carolina,5393,2832,2561,40.0,South,47.48748377526423,361,9,small population,low deaths,low cases
796,Iberia,Louisiana,72691,35508,37183,36.5,South,51.15213712839278,23815,274,small population,low deaths,low cases
797,Iberville,Louisiana,32956,16661,16295,38.3,South,49.44471416434033,11609,157,small population,low deaths,low cases
798,Ida,Iowa,6916,3457,3459,44.5,Midwest,50.01445922498554,2136,51,small population,low deaths,low cases
799,Idaho,Idaho,16337,8537,7800,50.0,West,47.74438391381526,3583,59,small population,low deaths,low cases
800,Imperial,California,180216,92250,87966,32.4,West,48.81142628845386,88524,974,small population,low deaths,low cases
801,Independence,Arkansas,37264,18092,19172,39.4,South,51.449119793902966,12748,231,small population,low deaths,low cases
802,Indian River,Florida,150984,72290,78694,52.9,South,52.12075451703492,42378,757,small population,low deaths,low cases
803,Indiana,Pennsylvania,85755,42835,42920,39.8,Northeast,50.04955979243193,21798,395,small population,low deaths,low cases
804,Ingham,Michigan,289564,140970,148594,31.8,Midwest,51.31646199113149,84347,907,small population,low deaths,low cases
805,Inyo,California,18085,9084,9001,45.7,West,49.770528061929774,6048,63,small population,low deaths,low cases
806,Ionia,Michigan,64176,34053,30123,38.7,Midwest,46.93810770381451,19947,206,small population,low deaths,low cases
807,Iosco,Michigan,25247,12578,12669,52.6,Midwest,50.18021943201172,5683,175,small population,low deaths,low cases
808,Iowa,Iowa,16207,8052,8155,42.1,Midwest,50.31776392916642,6866,34,small population,low deaths,low cases
809,Iredell,North Carolina,172525,84936,87589,40.4,South,50.76887407622084,61657,550,small population,low deaths,low cases
810,Irion,Texas,1524,836,688,44.1,South,45.14435695538058,605,3,small population,low deaths,low cases
811,Iron,Michigan,11212,5595,5617,54.1,Midwest,50.098109168747776,1807,50,small population,low deaths,low cases
812,Iroquois,Illinois,28169,13751,14418,44.5,Midwest,51.1839255919628,8802,131,small population,low deaths,low cases
813,Irwin,Georgia,9268,4758,4510,39.9,South,48.662063012516185,2212,57,small population,low deaths,low cases
814,Isabella,Michigan,70775,34371,36404,27.7,Midwest,51.43624161073825,17943,236,small population,low deaths,low cases
815,Isanti,Minnesota,38974,19720,19254,39.8,Midwest,49.402165546261614,11675,132,small population,low deaths,low cases
816,Island,Washington,81636,40781,40855,44.2,West,50.04532314175118,13768,124,small population,low deaths,low cases
817,Isle of Wight,Virginia,36372,17744,18628,44.4,South,51.21522049928517,9199,129,small population,low deaths,low cases
818,Issaquena,Mississippi,1328,807,521,40.1,South,39.23192771084337,307,9,small population,low deaths,low cases
819,Itasca,Minnesota,45203,22913,22290,46.1,Midwest,49.310886445589894,13509,173,small population,low deaths,low cases
820,Itawamba,Mississippi,23480,11821,11659,40.0,South,49.65502555366269,9409,151,small population,low deaths,low cases
821,Izard,Arkansas,13559,7018,6541,48.0,South,48.2410207242422,4701,78,small population,low deaths,low cases
822,Jack,Texas,8842,4987,3855,39.7,South,43.59873331825379,1663,31,small population,low deaths,low cases
823,Jackson,Alabama,52094,25536,26558,43.3,South,50.98091910776673,6896,46,small population,low deaths,low cases
824,James City,Virginia,74153,35884,38269,46.4,South,51.60816150391757,21185,153,small population,low deaths,low cases
825,Jasper,Georgia,13784,6682,7102,42.4,South,51.523505513639,8173,202,small population,low deaths,low cases
826,Jay,Indiana,20993,10398,10595,40.0,Midwest,50.46920402038775,5836,86,small population,low deaths,low cases
827,Jeff Davis,Georgia,14991,7408,7583,36.7,South,50.583683543459415,275,10,small population,low deaths,low cases
828,Jefferson,Alabama,659892,312348,347544,37.7,South,52.66680002182176,26828,268,small population,low deaths,low cases
829,Jefferson Davis,Louisiana,31467,15590,15877,37.7,South,50.45603330473194,3650,57,small population,low deaths,low cases
830,Jenkins,Georgia,8827,4055,4772,43.7,South,54.06140251501076,1771,69,small population,low deaths,low cases
831,Jennings,Indiana,27727,13925,13802,39.7,Midwest,49.77819453961842,8141,119,small population,low deaths,low cases
832,Jerauld,South Dakota,2029,996,1033,50.6,Midwest,50.91177920157713,487,20,small population,low deaths,low cases
833,Jerome,Idaho,23431,11801,11630,32.7,West,49.63509880073407,7086,68,small population,low deaths,low cases
834,Jersey,Illinois,22069,10841,11228,42.7,Midwest,50.876795505007024,7815,80,small population,low deaths,low cases
835,Jessamine,Kentucky,52422,25479,26943,37.9,South,51.39636030674144,19048,168,small population,low deaths,low cases
